Clock,Kwh,seasonal,trend,resid,sensor,lag1,lag2,lag3,day,hour,month,dayofweek,quarter,dayofyear,weekofyear,year
2023-02-01 00:00:00,77.5,0.0,77.5,0.0,6,,,,1,0,2,2,1,32,5,2023
2023-02-01 01:00:00,157.5,0.0,157.5,0.0,6,,,,1,1,2,2,1,32,5,2023
2023-02-01 02:00:00,157.8,0.0,157.8,0.0,6,,,,1,2,2,2,1,32,5,2023
2023-02-01 03:00:00,161.8,0.0,161.8,0.0,6,,,,1,3,2,2,1,32,5,2023
2023-02-01 04:00:00,163.0,0.0,163.0,0.0,6,,,,1,4,2,2,1,32,5,2023
2023-02-01 05:00:00,162.39999999999998,0.0,162.39999999999998,0.0,6,,,,1,5,2,2,1,32,5,2023
2023-02-01 06:00:00,165.7,0.0,165.7,0.0,6,,,,1,6,2,2,1,32,5,2023
2023-02-01 07:00:00,205.9,0.0,205.9,0.0,6,,,,1,7,2,2,1,32,5,2023
2023-02-01 08:00:00,264.0,0.0,264.0,0.0,6,,,,1,8,2,2,1,32,5,2023
2023-02-01 09:00:00,268.8,0.0,268.8,0.0,6,,,,1,9,2,2,1,32,5,2023
2023-02-01 10:00:00,259.1,0.0,259.1,0.0,6,,,,1,10,2,2,1,32,5,2023
2023-02-01 11:00:00,264.9,0.0,264.9,0.0,6,,,,1,11,2,2,1,32,5,2023
2023-02-01 12:00:00,205.5,0.0,205.5,0.0,6,,,,1,12,2,2,1,32,5,2023
2023-02-01 13:00:00,246.3,0.0,246.3,0.0,6,,,,1,13,2,2,1,32,5,2023
2023-02-01 14:00:00,245.10000000000002,0.0,245.10000000000002,0.0,6,,,,1,14,2,2,1,32,5,2023
2023-02-01 15:00:00,182.3,0.0,182.3,0.0,6,,,,1,15,2,2,1,32,5,2023
2023-02-01 16:00:00,179.3,0.0,179.3,0.0,6,,,,1,16,2,2,1,32,5,2023
2023-02-01 17:00:00,279.5,0.0,279.5,0.0,6,,,,1,17,2,2,1,32,5,2023
2023-02-01 18:00:00,258.79999999999995,0.0,258.79999999999995,0.0,6,,,,1,18,2,2,1,32,5,2023
2023-02-01 19:00:00,245.6,0.0,245.6,0.0,6,,,,1,19,2,2,1,32,5,2023
2023-02-01 20:00:00,218.2,0.0,218.2,0.0,6,,,,1,20,2,2,1,32,5,2023
2023-02-01 21:00:00,217.5,0.0,217.5,0.0,6,,,,1,21,2,2,1,32,5,2023
2023-02-01 22:00:00,214.8,0.0,214.8,0.0,6,,,,1,22,2,2,1,32,5,2023
2023-02-01 23:00:00,178.3,0.0,178.3,0.0,6,,,,1,23,2,2,1,32,5,2023
2023-02-02 00:00:00,211.2,0.0,211.2,0.0,6,,,,2,0,2,3,1,33,5,2023
2023-02-02 01:00:00,196.3,0.0,196.3,0.0,6,,,,2,1,2,3,1,33,5,2023
2023-02-02 02:00:00,161.8,0.0,161.8,0.0,6,,,,2,2,2,3,1,33,5,2023
2023-02-02 03:00:00,159.39999999999998,0.0,159.39999999999998,0.0,6,,,,2,3,2,3,1,33,5,2023
2023-02-02 04:00:00,158.8,0.0,158.8,0.0,6,,,,2,4,2,3,1,33,5,2023
2023-02-02 05:00:00,201.0,0.0,201.0,0.0,6,,,,2,5,2,3,1,33,5,2023
2023-02-02 06:00:00,191.7,0.0,191.7,0.0,6,,,,2,6,2,3,1,33,5,2023
2023-02-02 07:00:00,230.7,0.0,230.7,0.0,6,,,,2,7,2,3,1,33,5,2023
