Clock,Kwh,seasonal,trend,resid,sensor,lag1,lag2,lag3,day,hour,month,dayofweek,quarter,dayofyear,weekofyear,year
2022-12-20 00:00:00,76.3,0.0,76.3,0.0,18,,,,20,0,12,1,4,354,51,2022
2022-12-20 01:00:00,144.8,0.0,144.8,0.0,18,,,,20,1,12,1,4,354,51,2022
2022-12-20 02:00:00,138.3,0.0,138.3,0.0,18,,,,20,2,12,1,4,354,51,2022
2022-12-20 03:00:00,134.4,0.0,134.4,0.0,18,,,,20,3,12,1,4,354,51,2022
2022-12-20 04:00:00,135.6,0.0,135.6,0.0,18,,,,20,4,12,1,4,354,51,2022
2022-12-20 05:00:00,144.0,0.0,144.0,0.0,18,,,,20,5,12,1,4,354,51,2022
2022-12-20 06:00:00,212.4,0.0,212.4,0.0,18,,,,20,6,12,1,4,354,51,2022
2022-12-20 07:00:00,262.1,0.0,262.1,0.0,18,,,,20,7,12,1,4,354,51,2022
2022-12-20 08:00:00,249.10000000000002,0.0,249.10000000000002,0.0,18,,,,20,8,12,1,4,354,51,2022
2022-12-20 09:00:00,262.1,0.0,262.1,0.0,18,,,,20,9,12,1,4,354,51,2022
2022-12-20 10:00:00,241.5,0.0,241.5,0.0,18,,,,20,10,12,1,4,354,51,2022
2022-12-20 11:00:00,200.0,0.0,200.0,0.0,18,,,,20,11,12,1,4,354,51,2022
2022-12-20 12:00:00,168.4,0.0,168.4,0.0,18,,,,20,12,12,1,4,354,51,2022
2022-12-20 13:00:00,209.9,0.0,209.9,0.0,18,,,,20,13,12,1,4,354,51,2022
2022-12-20 14:00:00,195.8,0.0,195.8,0.0,18,,,,20,14,12,1,4,354,51,2022
2022-12-20 15:00:00,173.2,0.0,173.2,0.0,18,,,,20,15,12,1,4,354,51,2022
2022-12-20 16:00:00,130.0,0.0,130.0,0.0,18,,,,20,16,12,1,4,354,51,2022
2022-12-20 17:00:00,174.8,0.0,174.8,0.0,18,,,,20,17,12,1,4,354,51,2022
2022-12-20 18:00:00,229.3,0.0,229.3,0.0,18,,,,20,18,12,1,4,354,51,2022
2022-12-20 19:00:00,238.0,0.0,238.0,0.0,18,,,,20,19,12,1,4,354,51,2022
2022-12-20 20:00:00,248.3,0.0,248.3,0.0,18,,,,20,20,12,1,4,354,51,2022
2022-12-20 21:00:00,261.6,0.0,261.6,0.0,18,,,,20,21,12,1,4,354,51,2022
2022-12-20 22:00:00,222.0,0.0,222.0,0.0,18,,,,20,22,12,1,4,354,51,2022
2022-12-20 23:00:00,209.0,0.0,209.0,0.0,18,,,,20,23,12,1,4,354,51,2022
2022-12-21 00:00:00,180.8,0.0,180.8,0.0,18,,,,21,0,12,2,4,355,51,2022
2022-12-21 01:00:00,154.4,0.0,154.4,0.0,18,,,,21,1,12,2,4,355,51,2022
2022-12-21 02:00:00,143.39999999999998,0.0,143.39999999999998,0.0,18,,,,21,2,12,2,4,355,51,2022
2022-12-21 03:00:00,136.4,0.0,136.4,0.0,18,,,,21,3,12,2,4,355,51,2022
2022-12-21 04:00:00,143.0,0.0,143.0,0.0,18,,,,21,4,12,2,4,355,51,2022
2022-12-21 05:00:00,140.7,0.0,140.7,0.0,18,,,,21,5,12,2,4,355,51,2022
2022-12-21 06:00:00,203.89999999999998,0.0,203.89999999999998,0.0,18,,,,21,6,12,2,4,355,51,2022
2022-12-21 07:00:00,285.79999999999995,0.0,285.79999999999995,0.0,18,,,,21,7,12,2,4,355,51,2022
2022-12-21 08:00:00,281.7,0.0,281.7,0.0,18,,,,21,8,12,2,4,355,51,2022
2022-12-21 09:00:00,260.1,0.0,260.1,0.0,18,,,,21,9,12,2,4,355,51,2022
2022-12-21 10:00:00,252.6,0.0,252.6,0.0,18,,,,21,10,12,2,4,355,51,2022
2022-12-21 11:00:00,245.5,0.0,245.5,0.0,18,,,,21,11,12,2,4,355,51,2022
2022-12-21 12:00:00,240.7,0.0,240.7,0.0,18,,,,21,12,12,2,4,355,51,2022
2022-12-21 13:00:00,212.7,0.0,212.7,0.0,18,,,,21,13,12,2,4,355,51,2022
2022-12-21 14:00:00,185.3,0.0,185.3,0.0,18,,,,21,14,12,2,4,355,51,2022
2022-12-21 15:00:00,184.10000000000002,0.0,184.10000000000002,0.0,18,,,,21,15,12,2,4,355,51,2022
2022-12-21 16:00:00,192.1,0.0,192.1,0.0,18,,,,21,16,12,2,4,355,51,2022
2022-12-21 17:00:00,198.5,0.0,198.5,0.0,18,,,,21,17,12,2,4,355,51,2022
2022-12-21 18:00:00,251.5,0.0,251.5,0.0,18,,,,21,18,12,2,4,355,51,2022
2022-12-21 19:00:00,237.1,0.0,237.1,0.0,18,,,,21,19,12,2,4,355,51,2022
2022-12-21 20:00:00,252.2,0.0,252.2,0.0,18,,,,21,20,12,2,4,355,51,2022
2022-12-21 21:00:00,255.70000000000002,0.0,255.70000000000002,0.0,18,,,,21,21,12,2,4,355,51,2022
2022-12-21 22:00:00,228.60000000000002,0.0,228.60000000000002,0.0,18,,,,21,22,12,2,4,355,51,2022
2022-12-21 23:00:00,214.0,0.0,214.0,0.0,18,,,,21,23,12,2,4,355,51,2022
2022-12-22 00:00:00,183.89999999999998,0.0,183.89999999999998,0.0,18,,,,22,0,12,3,4,356,51,2022
2022-12-22 01:00:00,154.4,0.0,154.4,0.0,18,,,,22,1,12,3,4,356,51,2022
2022-12-22 02:00:00,143.9,0.0,143.9,0.0,18,,,,22,2,12,3,4,356,51,2022
2022-12-22 03:00:00,138.7,0.0,138.7,0.0,18,,,,22,3,12,3,4,356,51,2022
2022-12-22 04:00:00,138.6,0.0,138.6,0.0,18,,,,22,4,12,3,4,356,51,2022
2022-12-22 05:00:00,153.0,0.0,153.0,0.0,18,,,,22,5,12,3,4,356,51,2022
2022-12-22 06:00:00,214.0,0.0,214.0,0.0,18,,,,22,6,12,3,4,356,51,2022
2022-12-22 07:00:00,253.89999999999998,0.0,253.89999999999998,0.0,18,,,,22,7,12,3,4,356,51,2022
2022-12-22 08:00:00,295.7,0.0,295.7,0.0,18,,,,22,8,12,3,4,356,51,2022
2022-12-22 09:00:00,291.7,0.0,291.7,0.0,18,,,,22,9,12,3,4,356,51,2022
2022-12-22 10:00:00,257.9,0.0,257.9,0.0,18,,,,22,10,12,3,4,356,51,2022
2022-12-22 11:00:00,238.4,0.0,238.4,0.0,18,,,,22,11,12,3,4,356,51,2022
2022-12-22 12:00:00,232.6,0.0,232.6,0.0,18,,,,22,12,12,3,4,356,51,2022
2022-12-22 13:00:00,232.6,0.0,232.6,0.0,18,,,,22,13,12,3,4,356,51,2022
2022-12-22 14:00:00,200.39999999999998,0.0,200.39999999999998,0.0,18,,,,22,14,12,3,4,356,51,2022
2022-12-22 15:00:00,195.5,0.0,195.5,0.0,18,,,,22,15,12,3,4,356,51,2022
2022-12-22 16:00:00,184.0,0.0,184.0,0.0,18,,,,22,16,12,3,4,356,51,2022
2022-12-22 17:00:00,216.6,0.0,216.6,0.0,18,,,,22,17,12,3,4,356,51,2022
2022-12-22 18:00:00,251.1,0.0,251.1,0.0,18,,,,22,18,12,3,4,356,51,2022
2022-12-22 19:00:00,255.0,0.0,255.0,0.0,18,,,,22,19,12,3,4,356,51,2022
2022-12-22 20:00:00,268.0,0.0,268.0,0.0,18,,,,22,20,12,3,4,356,51,2022
2022-12-22 21:00:00,268.9,0.0,268.9,0.0,18,,,,22,21,12,3,4,356,51,2022
