Clock,Kwh,seasonal,trend,resid,sensor,lag1,lag2,lag3,day,hour,month,dayofweek,quarter,dayofyear,weekofyear,year
2022-11-27 00:00:00,16.9,0.0,16.9,0.0,14,,,,27,0,11,6,4,331,47,2022
2022-11-27 01:00:00,31.1,0.0,31.1,0.0,14,,,,27,1,11,6,4,331,47,2022
2022-11-27 02:00:00,30.1,0.0,30.1,0.0,14,,,,27,2,11,6,4,331,47,2022
2022-11-27 03:00:00,30.200000000000003,0.0,30.200000000000003,0.0,14,,,,27,3,11,6,4,331,47,2022
2022-11-27 04:00:00,29.2,0.0,29.2,0.0,14,,,,27,4,11,6,4,331,47,2022
2022-11-27 05:00:00,29.6,0.0,29.6,0.0,14,,,,27,5,11,6,4,331,47,2022
2022-11-27 06:00:00,32.7,0.0,32.7,0.0,14,,,,27,6,11,6,4,331,47,2022
2022-11-27 07:00:00,32.0,0.0,32.0,0.0,14,,,,27,7,11,6,4,331,47,2022
2022-11-27 08:00:00,40.5,0.0,40.5,0.0,14,,,,27,8,11,6,4,331,47,2022
2022-11-27 09:00:00,59.199999999999996,0.0,59.199999999999996,0.0,14,,,,27,9,11,6,4,331,47,2022
2022-11-27 10:00:00,68.6,0.0,68.6,0.0,14,,,,27,10,11,6,4,331,47,2022
2022-11-27 11:00:00,56.3,0.0,56.3,0.0,14,,,,27,11,11,6,4,331,47,2022
2022-11-27 12:00:00,50.8,0.0,50.8,0.0,14,,,,27,12,11,6,4,331,47,2022
2022-11-27 13:00:00,50.400000000000006,0.0,50.400000000000006,0.0,14,,,,27,13,11,6,4,331,47,2022
2022-11-27 14:00:00,44.8,0.0,44.8,0.0,14,,,,27,14,11,6,4,331,47,2022
2022-11-27 15:00:00,46.599999999999994,0.0,46.599999999999994,0.0,14,,,,27,15,11,6,4,331,47,2022
2022-11-27 16:00:00,44.7,0.0,44.7,0.0,14,,,,27,16,11,6,4,331,47,2022
2022-11-27 17:00:00,44.0,0.0,44.0,0.0,14,,,,27,17,11,6,4,331,47,2022
2022-11-27 18:00:00,45.3,0.0,45.3,0.0,14,,,,27,18,11,6,4,331,47,2022
2022-11-27 19:00:00,58.0,0.0,58.0,0.0,14,,,,27,19,11,6,4,331,47,2022
2022-11-27 20:00:00,56.5,0.0,56.5,0.0,14,,,,27,20,11,6,4,331,47,2022
2022-11-27 21:00:00,57.3,0.0,57.3,0.0,14,,,,27,21,11,6,4,331,47,2022
2022-11-27 22:00:00,56.5,0.0,56.5,0.0,14,,,,27,22,11,6,4,331,47,2022
2022-11-27 23:00:00,52.2,0.0,52.2,0.0,14,,,,27,23,11,6,4,331,47,2022
2022-11-28 00:00:00,37.5,0.0,37.5,0.0,14,,,,28,0,11,0,4,332,48,2022
2022-11-28 01:00:00,31.0,0.0,31.0,0.0,14,,,,28,1,11,0,4,332,48,2022
2022-11-28 02:00:00,29.5,0.0,29.5,0.0,14,,,,28,2,11,0,4,332,48,2022
2022-11-28 03:00:00,29.4,0.0,29.4,0.0,14,,,,28,3,11,0,4,332,48,2022
2022-11-28 04:00:00,28.8,0.0,28.8,0.0,14,,,,28,4,11,0,4,332,48,2022
2022-11-28 05:00:00,28.4,0.0,28.4,0.0,14,,,,28,5,11,0,4,332,48,2022
2022-11-28 06:00:00,31.7,0.0,31.7,0.0,14,,,,28,6,11,0,4,332,48,2022
2022-11-28 07:00:00,40.3,0.0,40.3,0.0,14,,,,28,7,11,0,4,332,48,2022
2022-11-28 08:00:00,54.2,0.0,54.2,0.0,14,,,,28,8,11,0,4,332,48,2022
2022-11-28 09:00:00,53.1,0.0,53.1,0.0,14,,,,28,9,11,0,4,332,48,2022
2022-11-28 10:00:00,55.9,0.0,55.9,0.0,14,,,,28,10,11,0,4,332,48,2022
2022-11-28 11:00:00,51.6,0.0,51.6,0.0,14,,,,28,11,11,0,4,332,48,2022
2022-11-28 12:00:00,49.3,0.0,49.3,0.0,14,,,,28,12,11,0,4,332,48,2022
2022-11-28 13:00:00,43.7,0.0,43.7,0.0,14,,,,28,13,11,0,4,332,48,2022
2022-11-28 14:00:00,42.5,0.0,42.5,0.0,14,,,,28,14,11,0,4,332,48,2022
2022-11-28 15:00:00,40.5,0.0,40.5,0.0,14,,,,28,15,11,0,4,332,48,2022
2022-11-28 16:00:00,36.3,0.0,36.3,0.0,14,,,,28,16,11,0,4,332,48,2022
2022-11-28 17:00:00,40.8,0.0,40.8,0.0,14,,,,28,17,11,0,4,332,48,2022
2022-11-28 18:00:00,45.5,0.0,45.5,0.0,14,,,,28,18,11,0,4,332,48,2022
2022-11-28 19:00:00,51.599999999999994,0.0,51.599999999999994,0.0,14,,,,28,19,11,0,4,332,48,2022
2022-11-28 20:00:00,56.3,0.0,56.3,0.0,14,,,,28,20,11,0,4,332,48,2022
2022-11-28 21:00:00,59.9,0.0,59.9,0.0,14,,,,28,21,11,0,4,332,48,2022
2022-11-28 22:00:00,57.400000000000006,0.0,57.400000000000006,0.0,14,,,,28,22,11,0,4,332,48,2022
2022-11-28 23:00:00,46.900000000000006,0.0,46.900000000000006,0.0,14,,,,28,23,11,0,4,332,48,2022
2022-11-29 00:00:00,33.7,0.0,33.7,0.0,14,,,,29,0,11,1,4,333,48,2022
2022-11-29 01:00:00,29.9,0.0,29.9,0.0,14,,,,29,1,11,1,4,333,48,2022
2022-11-29 02:00:00,29.9,0.0,29.9,0.0,14,,,,29,2,11,1,4,333,48,2022
