Clock,Kwh,seasonal,trend,resid,sensor,lag1,lag2,lag3,day,hour,month,dayofweek,quarter,dayofyear,weekofyear,year
2022-12-26 00:00:00,0.35,0.0,0.35,0.0,11,,,,26,0,12,0,4,360,52,2022
2022-12-26 01:00:00,0.72,0.0,0.72,0.0,11,,,,26,1,12,0,4,360,52,2022
2022-12-26 02:00:00,0.72,0.0,0.72,0.0,11,,,,26,2,12,0,4,360,52,2022
2022-12-26 03:00:00,0.71,0.0,0.71,0.0,11,,,,26,3,12,0,4,360,52,2022
2022-12-26 04:00:00,0.73,0.0,0.73,0.0,11,,,,26,4,12,0,4,360,52,2022
2022-12-26 05:00:00,0.71,0.0,0.71,0.0,11,,,,26,5,12,0,4,360,52,2022
2022-12-26 06:00:00,0.76,0.0,0.76,0.0,11,,,,26,6,12,0,4,360,52,2022
2022-12-26 07:00:00,0.83,0.0,0.83,0.0,11,,,,26,7,12,0,4,360,52,2022
2022-12-26 08:00:00,0.73,0.0,0.73,0.0,11,,,,26,8,12,0,4,360,52,2022
2022-12-26 09:00:00,1.06,0.0,1.06,0.0,11,,,,26,9,12,0,4,360,52,2022
2022-12-26 10:00:00,1.1,0.0,1.1,0.0,11,,,,26,10,12,0,4,360,52,2022
2022-12-26 11:00:00,1.26,0.0,1.26,0.0,11,,,,26,11,12,0,4,360,52,2022
2022-12-26 12:00:00,0.87,0.0,0.87,0.0,11,,,,26,12,12,0,4,360,52,2022
2022-12-26 13:00:00,1.22,0.0,1.22,0.0,11,,,,26,13,12,0,4,360,52,2022
2022-12-26 14:00:00,1.11,0.0,1.11,0.0,11,,,,26,14,12,0,4,360,52,2022
2022-12-26 15:00:00,1.21,0.0,1.21,0.0,11,,,,26,15,12,0,4,360,52,2022
2022-12-26 16:00:00,1.25,0.0,1.25,0.0,11,,,,26,16,12,0,4,360,52,2022
2022-12-26 17:00:00,0.69,0.0,0.69,0.0,11,,,,26,17,12,0,4,360,52,2022
2022-12-26 18:00:00,1.1800000000000002,0.0,1.1800000000000002,0.0,11,,,,26,18,12,0,4,360,52,2022
2022-12-26 19:00:00,0.73,0.0,0.73,0.0,11,,,,26,19,12,0,4,360,52,2022
2022-12-26 20:00:00,0.77,0.0,0.77,0.0,11,,,,26,20,12,0,4,360,52,2022
2022-12-26 21:00:00,0.65,0.0,0.65,0.0,11,,,,26,21,12,0,4,360,52,2022
2022-12-26 22:00:00,0.53,0.0,0.53,0.0,11,,,,26,22,12,0,4,360,52,2022
2022-12-26 23:00:00,0.32,0.0,0.32,0.0,11,,,,26,23,12,0,4,360,52,2022
2022-12-27 00:00:00,0.31,0.0,0.31,0.0,11,,,,27,0,12,1,4,361,52,2022
2022-12-27 01:00:00,0.32,0.0,0.32,0.0,11,,,,27,1,12,1,4,361,52,2022
2022-12-27 02:00:00,0.33,0.0,0.33,0.0,11,,,,27,2,12,1,4,361,52,2022
2022-12-27 03:00:00,0.32,0.0,0.32,0.0,11,,,,27,3,12,1,4,361,52,2022
2022-12-27 04:00:00,0.32,0.0,0.32,0.0,11,,,,27,4,12,1,4,361,52,2022
2022-12-27 05:00:00,0.32,0.0,0.32,0.0,11,,,,27,5,12,1,4,361,52,2022
2022-12-27 06:00:00,0.38,0.0,0.38,0.0,11,,,,27,6,12,1,4,361,52,2022
2022-12-27 07:00:00,0.33999999999999997,0.0,0.33999999999999997,0.0,11,,,,27,7,12,1,4,361,52,2022
2022-12-27 08:00:00,0.32999999999999996,0.0,0.32999999999999996,0.0,11,,,,27,8,12,1,4,361,52,2022
2022-12-27 09:00:00,0.73,0.0,0.73,0.0,11,,,,27,9,12,1,4,361,52,2022
2022-12-27 10:00:00,1.23,0.0,1.23,0.0,11,,,,27,10,12,1,4,361,52,2022
2022-12-27 11:00:00,0.99,0.0,0.99,0.0,11,,,,27,11,12,1,4,361,52,2022
2022-12-27 12:00:00,0.95,0.0,0.95,0.0,11,,,,27,12,12,1,4,361,52,2022
2022-12-27 13:00:00,0.94,0.0,0.94,0.0,11,,,,27,13,12,1,4,361,52,2022
2022-12-27 14:00:00,0.9199999999999999,0.0,0.9199999999999999,0.0,11,,,,27,14,12,1,4,361,52,2022
2022-12-27 15:00:00,0.79,0.0,0.79,0.0,11,,,,27,15,12,1,4,361,52,2022
2022-12-27 16:00:00,0.9500000000000001,0.0,0.9500000000000001,0.0,11,,,,27,16,12,1,4,361,52,2022
2022-12-27 17:00:00,0.93,0.0,0.93,0.0,11,,,,27,17,12,1,4,361,52,2022
2022-12-27 18:00:00,0.88,0.0,0.88,0.0,11,,,,27,18,12,1,4,361,52,2022
2022-12-27 19:00:00,0.71,0.0,0.71,0.0,11,,,,27,19,12,1,4,361,52,2022
2022-12-27 20:00:00,0.73,0.0,0.73,0.0,11,,,,27,20,12,1,4,361,52,2022
2022-12-27 21:00:00,0.51,0.0,0.51,0.0,11,,,,27,21,12,1,4,361,52,2022
2022-12-27 22:00:00,0.45,0.0,0.45,0.0,11,,,,27,22,12,1,4,361,52,2022
2022-12-27 23:00:00,0.25,0.0,0.25,0.0,11,,,,27,23,12,1,4,361,52,2022
2022-12-28 00:00:00,0.25,0.0,0.25,0.0,11,,,,28,0,12,2,4,362,52,2022
2022-12-28 01:00:00,0.25,0.0,0.25,0.0,11,,,,28,1,12,2,4,362,52,2022
2022-12-28 02:00:00,0.25,0.0,0.25,0.0,11,,,,28,2,12,2,4,362,52,2022
2022-12-28 03:00:00,0.25,0.0,0.25,0.0,11,,,,28,3,12,2,4,362,52,2022
2022-12-28 04:00:00,0.25,0.0,0.25,0.0,11,,,,28,4,12,2,4,362,52,2022
2022-12-28 05:00:00,0.25,0.0,0.25,0.0,11,,,,28,5,12,2,4,362,52,2022
2022-12-28 06:00:00,0.24,0.0,0.24,0.0,11,,,,28,6,12,2,4,362,52,2022
2022-12-28 07:00:00,0.33,0.0,0.33,0.0,11,,,,28,7,12,2,4,362,52,2022
2022-12-28 08:00:00,0.29000000000000004,0.0,0.29000000000000004,0.0,11,,,,28,8,12,2,4,362,52,2022
2022-12-28 09:00:00,0.7,0.0,0.7,0.0,11,,,,28,9,12,2,4,362,52,2022
2022-12-28 10:00:00,1.44,0.0,1.44,0.0,11,,,,28,10,12,2,4,362,52,2022
2022-12-28 11:00:00,1.26,0.0,1.26,0.0,11,,,,28,11,12,2,4,362,52,2022
2022-12-28 12:00:00,1.18,0.0,1.18,0.0,11,,,,28,12,12,2,4,362,52,2022
2022-12-28 13:00:00,0.9299999999999999,0.0,0.9299999999999999,0.0,11,,,,28,13,12,2,4,362,52,2022
2022-12-28 14:00:00,1.02,0.0,1.02,0.0,11,,,,28,14,12,2,4,362,52,2022
2022-12-28 15:00:00,1.13,0.0,1.13,0.0,11,,,,28,15,12,2,4,362,52,2022
2022-12-28 16:00:00,1.13,0.0,1.13,0.0,11,,,,28,16,12,2,4,362,52,2022
2022-12-28 17:00:00,1.24,0.0,1.24,0.0,11,,,,28,17,12,2,4,362,52,2022
2022-12-28 18:00:00,1.0899999999999999,0.0,1.0899999999999999,0.0,11,,,,28,18,12,2,4,362,52,2022
2022-12-28 19:00:00,0.71,0.0,0.71,0.0,11,,,,28,19,12,2,4,362,52,2022
2022-12-28 20:00:00,0.8200000000000001,0.0,0.8200000000000001,0.0,11,,,,28,20,12,2,4,362,52,2022
2022-12-28 21:00:00,0.64,0.0,0.64,0.0,11,,,,28,21,12,2,4,362,52,2022
2022-12-28 22:00:00,0.49,0.0,0.49,0.0,11,,,,28,22,12,2,4,362,52,2022
2022-12-28 23:00:00,0.33999999999999997,0.0,0.33999999999999997,0.0,11,,,,28,23,12,2,4,362,52,2022
2022-12-29 00:00:00,0.37,0.0,0.37,0.0,11,,,,29,0,12,3,4,363,52,2022
2022-12-29 01:00:00,0.35,0.0,0.35,0.0,11,,,,29,1,12,3,4,363,52,2022
2022-12-29 02:00:00,0.33,0.0,0.33,0.0,11,,,,29,2,12,3,4,363,52,2022
2022-12-29 03:00:00,0.33,0.0,0.33,0.0,11,,,,29,3,12,3,4,363,52,2022
2022-12-29 04:00:00,0.33,0.0,0.33,0.0,11,,,,29,4,12,3,4,363,52,2022
2022-12-29 05:00:00,0.33,0.0,0.33,0.0,11,,,,29,5,12,3,4,363,52,2022
2022-12-29 06:00:00,0.37,0.0,0.37,0.0,11,,,,29,6,12,3,4,363,52,2022
2022-12-29 07:00:00,0.35,0.0,0.35,0.0,11,,,,29,7,12,3,4,363,52,2022
2022-12-29 08:00:00,0.38,0.0,0.38,0.0,11,,,,29,8,12,3,4,363,52,2022
2022-12-29 09:00:00,0.69,0.0,0.69,0.0,11,,,,29,9,12,3,4,363,52,2022
2022-12-29 10:00:00,1.05,0.0,1.05,0.0,11,,,,29,10,12,3,4,363,52,2022
2022-12-29 11:00:00,0.79,0.0,0.79,0.0,11,,,,29,11,12,3,4,363,52,2022
2022-12-29 12:00:00,0.76,0.0,0.76,0.0,11,,,,29,12,12,3,4,363,52,2022
2022-12-29 13:00:00,0.6399999999999999,0.0,0.6399999999999999,0.0,11,,,,29,13,12,3,4,363,52,2022
2022-12-29 14:00:00,0.81,0.0,0.81,0.0,11,,,,29,14,12,3,4,363,52,2022
2022-12-29 15:00:00,1.34,0.0,1.34,0.0,11,,,,29,15,12,3,4,363,52,2022
2022-12-29 16:00:00,0.8,0.0,0.8,0.0,11,,,,29,16,12,3,4,363,52,2022
2022-12-29 17:00:00,0.91,0.0,0.91,0.0,11,,,,29,17,12,3,4,363,52,2022
2022-12-29 18:00:00,1.18,0.0,1.18,0.0,11,,,,29,18,12,3,4,363,52,2022
2022-12-29 19:00:00,0.62,0.0,0.62,0.0,11,,,,29,19,12,3,4,363,52,2022
2022-12-29 20:00:00,0.75,0.0,0.75,0.0,11,,,,29,20,12,3,4,363,52,2022
2022-12-29 21:00:00,0.5800000000000001,0.0,0.5800000000000001,0.0,11,,,,29,21,12,3,4,363,52,2022
2022-12-29 22:00:00,0.44,0.0,0.44,0.0,11,,,,29,22,12,3,4,363,52,2022
2022-12-29 23:00:00,0.4,0.0,0.4,0.0,11,,,,29,23,12,3,4,363,52,2022
2022-12-30 00:00:00,0.34,0.0,0.34,0.0,11,,,,30,0,12,4,4,364,52,2022
2022-12-30 01:00:00,0.33,0.0,0.33,0.0,11,,,,30,1,12,4,4,364,52,2022
2022-12-30 02:00:00,0.34,0.0,0.34,0.0,11,,,,30,2,12,4,4,364,52,2022
2022-12-30 03:00:00,0.33,0.0,0.33,0.0,11,,,,30,3,12,4,4,364,52,2022
2022-12-30 04:00:00,0.34,0.0,0.34,0.0,11,,,,30,4,12,4,4,364,52,2022
2022-12-30 05:00:00,0.33,0.0,0.33,0.0,11,,,,30,5,12,4,4,364,52,2022
2022-12-30 06:00:00,0.32,0.0,0.32,0.0,11,,,,30,6,12,4,4,364,52,2022
2022-12-30 07:00:00,0.42000000000000004,0.0,0.42000000000000004,0.0,11,,,,30,7,12,4,4,364,52,2022
2022-12-30 08:00:00,0.33999999999999997,0.0,0.33999999999999997,0.0,11,,,,30,8,12,4,4,364,52,2022
2022-12-30 09:00:00,0.53,0.0,0.53,0.0,11,,,,30,9,12,4,4,364,52,2022
2022-12-30 10:00:00,1.08,0.0,1.08,0.0,11,,,,30,10,12,4,4,364,52,2022
2022-12-30 11:00:00,0.8,0.0,0.8,0.0,11,,,,30,11,12,4,4,364,52,2022
2022-12-30 12:00:00,0.98,0.0,0.98,0.0,11,,,,30,12,12,4,4,364,52,2022
2022-12-30 13:00:00,0.89,0.0,0.89,0.0,11,,,,30,13,12,4,4,364,52,2022
2022-12-30 14:00:00,0.76,0.0,0.76,0.0,11,,,,30,14,12,4,4,364,52,2022
2022-12-30 15:00:00,1.12,0.0,1.12,0.0,11,,,,30,15,12,4,4,364,52,2022
2022-12-30 16:00:00,1.04,0.0,1.04,0.0,11,,,,30,16,12,4,4,364,52,2022
2022-12-30 17:00:00,1.26,0.0,1.26,0.0,11,,,,30,17,12,4,4,364,52,2022
2022-12-30 18:00:00,1.48,0.0,1.48,0.0,11,,,,30,18,12,4,4,364,52,2022
2022-12-30 19:00:00,0.87,0.0,0.87,0.0,11,,,,30,19,12,4,4,364,52,2022
2022-12-30 20:00:00,0.7,0.0,0.7,0.0,11,,,,30,20,12,4,4,364,52,2022
2022-12-30 21:00:00,0.64,0.0,0.64,0.0,11,,,,30,21,12,4,4,364,52,2022
2022-12-30 22:00:00,0.41000000000000003,0.0,0.41000000000000003,0.0,11,,,,30,22,12,4,4,364,52,2022
2022-12-30 23:00:00,0.38,0.0,0.38,0.0,11,,,,30,23,12,4,4,364,52,2022
2022-12-31 00:00:00,0.33,0.0,0.33,0.0,11,,,,31,0,12,5,4,365,52,2022
2022-12-31 01:00:00,0.33,0.0,0.33,0.0,11,,,,31,1,12,5,4,365,52,2022
2022-12-31 02:00:00,0.34,0.0,0.34,0.0,11,,,,31,2,12,5,4,365,52,2022
2022-12-31 03:00:00,0.34,0.0,0.34,0.0,11,,,,31,3,12,5,4,365,52,2022
2022-12-31 04:00:00,0.34,0.0,0.34,0.0,11,,,,31,4,12,5,4,365,52,2022
2022-12-31 05:00:00,0.33999999999999997,0.0,0.33999999999999997,0.0,11,,,,31,5,12,5,4,365,52,2022
2022-12-31 06:00:00,0.39,0.0,0.39,0.0,11,,,,31,6,12,5,4,365,52,2022
2022-12-31 07:00:00,0.34,0.0,0.34,0.0,11,,,,31,7,12,5,4,365,52,2022
2022-12-31 08:00:00,0.36,0.0,0.36,0.0,11,,,,31,8,12,5,4,365,52,2022
