Clock,sensor,dayofyear,hour,dayofweek,quarter,month,year,lag1,lag2,lag3
2023-02-01 00:00:00,6,32,0,2,1,2,2023,,,
2023-02-01 01:00:00,6,32,1,2,1,2,2023,,,
2023-02-01 02:00:00,6,32,2,2,1,2,2023,,,
2023-02-01 03:00:00,6,32,3,2,1,2,2023,,,
2023-02-01 04:00:00,6,32,4,2,1,2,2023,,,
2023-02-01 05:00:00,6,32,5,2,1,2,2023,,,
2023-02-01 06:00:00,6,32,6,2,1,2,2023,,,
2023-02-01 07:00:00,6,32,7,2,1,2,2023,,,
2023-02-01 08:00:00,6,32,8,2,1,2,2023,,,
2023-02-01 09:00:00,6,32,9,2,1,2,2023,,,
2023-02-01 10:00:00,6,32,10,2,1,2,2023,,,
2023-02-01 11:00:00,6,32,11,2,1,2,2023,,,
2023-02-01 12:00:00,6,32,12,2,1,2,2023,,,
2023-02-01 13:00:00,6,32,13,2,1,2,2023,,,
2023-02-01 14:00:00,6,32,14,2,1,2,2023,,,
2023-02-01 15:00:00,6,32,15,2,1,2,2023,,,
2023-02-01 16:00:00,6,32,16,2,1,2,2023,,,
2023-02-01 17:00:00,6,32,17,2,1,2,2023,,,
2023-02-01 18:00:00,6,32,18,2,1,2,2023,,,
2023-02-01 19:00:00,6,32,19,2,1,2,2023,,,
2023-02-01 20:00:00,6,32,20,2,1,2,2023,,,
2023-02-01 21:00:00,6,32,21,2,1,2,2023,,,
2023-02-01 22:00:00,6,32,22,2,1,2,2023,,,
2023-02-01 23:00:00,6,32,23,2,1,2,2023,,,
2023-02-02 00:00:00,6,33,0,3,1,2,2023,,,
2023-02-02 01:00:00,6,33,1,3,1,2,2023,,,
2023-02-02 02:00:00,6,33,2,3,1,2,2023,,,
2023-02-02 03:00:00,6,33,3,3,1,2,2023,,,
2023-02-02 04:00:00,6,33,4,3,1,2,2023,,,
2023-02-02 05:00:00,6,33,5,3,1,2,2023,,,
2023-02-02 06:00:00,6,33,6,3,1,2,2023,,,
2023-02-02 07:00:00,6,33,7,3,1,2,2023,,,
2023-02-02 08:00:00,6,33,8,3,1,2,2023,,,
2023-02-02 09:00:00,6,33,9,3,1,2,2023,,,
2023-02-02 10:00:00,6,33,10,3,1,2,2023,,,
2023-02-02 11:00:00,6,33,11,3,1,2,2023,,,
2023-02-02 12:00:00,6,33,12,3,1,2,2023,,,
2023-02-02 13:00:00,6,33,13,3,1,2,2023,,,
2023-02-02 14:00:00,6,33,14,3,1,2,2023,,,
2023-02-02 15:00:00,6,33,15,3,1,2,2023,,,
2023-02-02 16:00:00,6,33,16,3,1,2,2023,,,
2023-02-02 17:00:00,6,33,17,3,1,2,2023,,,
2023-02-02 18:00:00,6,33,18,3,1,2,2023,,,
2023-02-02 19:00:00,6,33,19,3,1,2,2023,,,
2023-02-02 20:00:00,6,33,20,3,1,2,2023,,,
2023-02-02 21:00:00,6,33,21,3,1,2,2023,,,
2023-02-02 22:00:00,6,33,22,3,1,2,2023,,,
2023-02-02 23:00:00,6,33,23,3,1,2,2023,,,
2023-02-03 00:00:00,6,34,0,4,1,2,2023,,,
2023-02-03 01:00:00,6,34,1,4,1,2,2023,,,
2023-02-03 02:00:00,6,34,2,4,1,2,2023,,,
2023-02-03 03:00:00,6,34,3,4,1,2,2023,,,
2023-02-03 04:00:00,6,34,4,4,1,2,2023,,,
2023-02-03 05:00:00,6,34,5,4,1,2,2023,,,
2023-02-03 06:00:00,6,34,6,4,1,2,2023,,,
2023-02-03 07:00:00,6,34,7,4,1,2,2023,,,
2023-02-03 08:00:00,6,34,8,4,1,2,2023,,,
2023-02-03 09:00:00,6,34,9,4,1,2,2023,,,
2023-02-03 10:00:00,6,34,10,4,1,2,2023,,,
2023-02-03 11:00:00,6,34,11,4,1,2,2023,,,
2023-02-03 12:00:00,6,34,12,4,1,2,2023,,,
2023-02-03 13:00:00,6,34,13,4,1,2,2023,,,
2023-02-03 14:00:00,6,34,14,4,1,2,2023,,,
2023-02-03 15:00:00,6,34,15,4,1,2,2023,,,
2023-02-03 16:00:00,6,34,16,4,1,2,2023,,,
2023-02-03 17:00:00,6,34,17,4,1,2,2023,,,
2023-02-03 18:00:00,6,34,18,4,1,2,2023,,,
2023-02-03 19:00:00,6,34,19,4,1,2,2023,,,
2023-02-03 20:00:00,6,34,20,4,1,2,2023,,,
