Clock,sensor,dayofyear,hour,dayofweek,quarter,month,year,lag1,lag2,lag3
2022-12-06 00:00:00,7,340,0,1,4,12,2022,,,
2022-12-06 01:00:00,7,340,1,1,4,12,2022,,,
2022-12-06 02:00:00,7,340,2,1,4,12,2022,,,
2022-12-06 03:00:00,7,340,3,1,4,12,2022,,,
2022-12-06 04:00:00,7,340,4,1,4,12,2022,,,
2022-12-06 05:00:00,7,340,5,1,4,12,2022,,,
2022-12-06 06:00:00,7,340,6,1,4,12,2022,,,
2022-12-06 07:00:00,7,340,7,1,4,12,2022,,,
2022-12-06 08:00:00,7,340,8,1,4,12,2022,,,
2022-12-06 09:00:00,7,340,9,1,4,12,2022,,,
2022-12-06 10:00:00,7,340,10,1,4,12,2022,,,
2022-12-06 11:00:00,7,340,11,1,4,12,2022,,,
2022-12-06 12:00:00,7,340,12,1,4,12,2022,,,
2022-12-06 13:00:00,7,340,13,1,4,12,2022,,,
2022-12-06 14:00:00,7,340,14,1,4,12,2022,,,
2022-12-06 15:00:00,7,340,15,1,4,12,2022,,,
2022-12-06 16:00:00,7,340,16,1,4,12,2022,,,
2022-12-06 17:00:00,7,340,17,1,4,12,2022,,,
2022-12-06 18:00:00,7,340,18,1,4,12,2022,,,
2022-12-06 19:00:00,7,340,19,1,4,12,2022,,,
2022-12-06 20:00:00,7,340,20,1,4,12,2022,,,
2022-12-06 21:00:00,7,340,21,1,4,12,2022,,,
2022-12-06 22:00:00,7,340,22,1,4,12,2022,,,
2022-12-06 23:00:00,7,340,23,1,4,12,2022,,,
2022-12-07 00:00:00,7,341,0,2,4,12,2022,,,
2022-12-07 01:00:00,7,341,1,2,4,12,2022,,,
2022-12-07 02:00:00,7,341,2,2,4,12,2022,,,
2022-12-07 03:00:00,7,341,3,2,4,12,2022,,,
2022-12-07 04:00:00,7,341,4,2,4,12,2022,,,
2022-12-07 05:00:00,7,341,5,2,4,12,2022,,,
2022-12-07 06:00:00,7,341,6,2,4,12,2022,,,
2022-12-07 07:00:00,7,341,7,2,4,12,2022,,,
2022-12-07 08:00:00,7,341,8,2,4,12,2022,,,
2022-12-07 09:00:00,7,341,9,2,4,12,2022,,,
